,SID,CID,date,attendance
12143,143,5,2018-06-17,excused
12144,143,5,2018-06-24,attended
12145,143,5,2018-07-01,attended
12146,143,5,2018-07-08,absent
12147,143,5,2018-07-15,attended
12148,143,5,2018-07-22,attended
12149,143,5,2018-07-29,attended
12150,143,5,2018-08-05,absent
12151,143,5,2018-08-12,absent
12152,143,5,2018-08-19,attended
12153,143,5,2018-08-26,attended
12154,143,5,2018-09-02,absent
12155,143,5,2018-09-09,attended
12156,143,5,2018-09-16,attended
12157,143,5,2018-09-23,absent
12158,143,5,2018-09-30,attended
12159,143,5,2018-10-07,excused
12160,143,5,2018-10-14,excused
12161,143,5,2018-10-21,attended
12162,143,5,2018-10-28,attended
12163,143,5,2018-11-04,attended
12164,143,5,2018-11-11,attended
12165,143,5,2018-11-18,attended
12166,143,5,2018-11-25,attended
12167,143,5,2018-12-02,absent
12168,143,5,2018-12-09,attended
12169,143,5,2018-12-16,attended
12170,143,5,2018-12-23,excused
12171,143,5,2018-12-30,attended
12172,143,5,2019-01-06,attended
12173,143,5,2019-01-13,attended
12174,143,5,2019-01-20,excused
12175,143,5,2019-01-27,attended
12176,143,5,2019-02-03,attended
12177,143,5,2019-02-10,absent
12178,143,5,2019-02-17,attended
12179,143,5,2019-02-24,attended
12180,143,5,2019-03-03,attended
12181,143,5,2019-03-10,attended
12182,143,5,2019-03-17,attended
12183,143,5,2019-03-24,attended
12184,143,5,2019-03-31,attended
12185,143,5,2019-04-07,attended
12186,143,5,2019-04-14,attended
12187,143,5,2019-04-21,attended
12188,143,5,2019-04-28,excused
12189,143,5,2019-05-05,attended
12190,143,5,2019-05-12,attended
12191,143,5,2019-05-19,attended
12192,143,5,2019-05-26,attended
12193,143,5,2019-06-02,attended
12194,143,5,2019-06-09,attended
12195,143,5,2019-06-16,attended
12196,143,5,2019-06-23,attended
12197,143,5,2019-06-30,attended
12198,143,5,2019-07-07,attended
12199,143,5,2019-07-14,attended
12200,143,5,2019-07-21,attended
12201,143,5,2019-07-28,attended
12202,143,5,2019-08-04,attended
12203,143,5,2019-08-11,excused
12204,143,5,2019-08-18,attended
12205,143,5,2019-08-25,attended
12206,143,5,2019-09-01,attended
12207,143,5,2019-09-08,attended
12208,143,5,2019-09-15,attended
12209,143,5,2019-09-22,attended
12210,143,5,2019-09-29,absent
12211,143,5,2019-10-06,excused
12212,143,5,2019-10-13,attended
12213,143,5,2019-10-20,attended
12214,143,5,2019-10-27,absent
12215,143,5,2019-11-03,excused
12216,143,5,2019-11-10,attended
12217,143,5,2019-11-17,attended
12218,143,5,2019-11-24,excused
12219,143,5,2019-12-01,attended
12220,143,5,2019-12-08,attended
12221,143,5,2019-12-15,attended
12222,143,5,2019-12-22,attended
12223,143,5,2019-12-29,attended
12224,144,1,2017-10-22,absent
12225,144,1,2017-10-29,attended
12226,144,1,2017-11-05,attended
12227,144,1,2017-11-12,attended
12228,144,1,2017-11-19,attended
12229,144,1,2017-11-26,absent
12230,144,1,2017-12-03,attended
12231,144,1,2017-12-10,excused
12232,144,1,2017-12-17,attended
12233,144,1,2017-12-24,attended
12234,144,1,2017-12-31,attended
12235,144,1,2018-01-07,attended
12236,144,1,2018-01-14,attended
12237,144,1,2018-01-21,attended
12238,144,1,2018-01-28,attended
12239,144,1,2018-02-04,absent
12240,144,1,2018-02-11,attended
12241,144,1,2018-02-18,attended
12242,144,1,2018-02-25,attended
12243,144,1,2018-03-04,attended
12244,144,1,2018-03-11,attended
12245,144,1,2018-03-18,attended
12246,144,1,2018-03-25,absent
12247,144,1,2018-04-01,attended
12248,144,1,2018-04-08,attended
12249,144,1,2018-04-15,attended
12250,144,1,2018-04-22,absent
12251,144,1,2018-04-29,excused
12252,144,1,2018-05-06,absent
12253,144,1,2018-05-13,attended
12254,144,1,2018-05-20,attended
12255,144,1,2018-05-27,attended
12256,144,1,2018-06-03,attended
12257,144,1,2018-06-10,attended
12258,144,1,2018-06-17,attended
12259,144,1,2018-06-24,attended
12260,144,1,2018-07-01,attended
12261,144,1,2018-07-08,attended
12262,144,1,2018-07-15,attended
12263,144,1,2018-07-22,attended
12264,144,1,2018-07-29,excused
12265,144,1,2018-08-05,attended
12266,144,1,2018-08-12,attended
12267,144,1,2018-08-19,absent
12268,144,1,2018-08-26,absent
12269,144,1,2018-09-02,attended
12270,144,1,2018-09-09,attended
12271,144,1,2018-09-16,attended
12272,144,1,2018-09-23,attended
12273,144,1,2018-09-30,excused
12274,144,1,2018-10-07,attended
12275,144,1,2018-10-14,attended
12276,144,1,2018-10-21,attended
12277,144,1,2018-10-28,excused
12278,144,1,2018-11-04,absent
12279,144,1,2018-11-11,attended
12280,144,1,2018-11-18,attended
12281,144,1,2018-11-25,attended
12282,144,1,2018-12-02,attended
12283,144,1,2018-12-09,attended
12284,144,1,2018-12-16,attended
12285,144,1,2018-12-23,attended
12286,144,1,2018-12-30,attended
12287,144,1,2019-01-06,attended
12288,144,1,2019-01-13,attended
12289,144,1,2019-01-20,absent
12290,144,1,2019-01-27,attended
12291,144,1,2019-02-03,attended
12292,144,1,2019-02-10,excused
12293,144,1,2019-02-17,attended
12294,144,1,2019-02-24,attended
12295,144,1,2019-03-03,attended
12296,144,1,2019-03-10,attended
12297,144,1,2019-03-17,absent
12298,144,1,2019-03-24,attended
12299,144,1,2019-03-31,attended
12300,144,1,2019-04-07,attended
12301,144,1,2019-04-14,attended
12302,144,1,2019-04-21,attended
12303,144,1,2019-04-28,attended
12304,144,1,2019-05-05,attended
12305,144,1,2019-05-12,attended
12306,144,1,2019-05-19,attended
12307,144,1,2019-05-26,excused
12308,144,1,2019-06-02,attended
12309,144,1,2019-06-09,attended
12310,144,1,2019-06-16,attended
12311,144,1,2019-06-23,absent
12312,144,1,2019-06-30,attended
12313,144,1,2019-07-07,absent
12314,144,1,2019-07-14,absent
12315,144,1,2019-07-21,attended
12316,144,1,2019-07-28,excused
12317,144,1,2019-08-04,attended
12318,144,1,2019-08-11,attended
12319,144,1,2019-08-18,attended
12320,144,1,2019-08-25,attended
12321,144,1,2019-09-01,attended
12322,144,1,2019-09-08,attended
12323,144,1,2019-09-15,attended
12324,144,1,2019-09-22,attended
12325,144,1,2019-09-29,attended
12326,144,1,2019-10-06,attended
12327,144,1,2019-10-13,attended
12328,144,1,2019-10-20,attended
12329,144,1,2019-10-27,attended
12330,144,1,2019-11-03,attended
12331,144,1,2019-11-10,attended
12332,144,1,2019-11-17,attended
12333,144,1,2019-11-24,attended
12334,144,1,2019-12-01,excused
12335,144,1,2019-12-08,attended
12336,144,1,2019-12-15,attended
12337,144,1,2019-12-22,attended
12338,144,1,2019-12-29,attended
12339,145,7,2017-07-23,attended
12340,145,7,2017-07-30,excused
12341,145,7,2017-08-06,attended
12342,145,7,2017-08-13,absent
12343,145,7,2017-08-20,absent
12344,145,7,2017-08-27,attended
12345,145,7,2017-09-03,attended
12346,145,7,2017-09-10,attended
12347,145,7,2017-09-17,attended
12348,145,7,2017-09-24,absent
12349,145,7,2017-10-01,attended
12350,145,7,2017-10-08,excused
12351,145,7,2017-10-15,attended
12352,145,7,2017-10-22,attended
12353,145,7,2017-10-29,attended
12354,145,7,2017-11-05,attended
12355,145,7,2017-11-12,attended
12356,145,7,2017-11-19,attended
12357,145,7,2017-11-26,attended
12358,145,7,2017-12-03,attended
12359,145,7,2017-12-10,attended
12360,145,7,2017-12-17,attended
12361,145,7,2017-12-24,attended
12362,145,7,2017-12-31,excused
12363,145,7,2018-01-07,attended
12364,145,7,2018-01-14,attended
12365,145,7,2018-01-21,attended
12366,145,7,2018-01-28,absent
12367,145,7,2018-02-04,attended
12368,145,7,2018-02-11,attended
12369,145,7,2018-02-18,attended
12370,145,7,2018-02-25,attended
12371,145,7,2018-03-04,attended
12372,145,7,2018-03-11,attended
12373,145,7,2018-03-18,attended
12374,145,7,2018-03-25,attended
12375,145,7,2018-04-01,absent
12376,145,7,2018-04-08,attended
12377,145,7,2018-04-15,attended
12378,145,7,2018-04-22,attended
12379,145,7,2018-04-29,attended
12380,145,7,2018-05-06,excused
12381,145,7,2018-05-13,attended
12382,145,7,2018-05-20,attended
12383,145,7,2018-05-27,absent
12384,145,7,2018-06-03,attended
12385,145,7,2018-06-10,attended
12386,145,7,2018-06-17,attended
12387,145,7,2018-06-24,attended
12388,145,7,2018-07-01,absent
12389,145,7,2018-07-08,attended
12390,145,7,2018-07-15,attended
12391,145,7,2018-07-22,attended
12392,145,7,2018-07-29,attended
12393,145,7,2018-08-05,attended
12394,145,7,2018-08-12,attended
12395,145,7,2018-08-19,attended
12396,145,7,2018-08-26,attended
12397,145,7,2018-09-02,attended
12398,145,7,2018-09-09,attended
12399,145,7,2018-09-16,attended
12400,145,7,2018-09-23,attended
12401,145,7,2018-09-30,attended
12402,145,7,2018-10-07,absent
12403,145,7,2018-10-14,attended
12404,145,7,2018-10-21,attended
12405,145,7,2018-10-28,attended
12406,145,7,2018-11-04,attended
12407,145,7,2018-11-11,attended
12408,145,7,2018-11-18,attended
12409,145,7,2018-11-25,attended
12410,145,7,2018-12-02,attended
12411,145,7,2018-12-09,attended
12412,145,7,2018-12-16,attended
12413,145,7,2018-12-23,attended
12414,145,7,2018-12-30,attended
12415,145,7,2019-01-06,attended
12416,145,7,2019-01-13,attended
12417,145,7,2019-01-20,attended
12418,145,7,2019-01-27,attended
12419,145,7,2019-02-03,attended
12420,145,7,2019-02-10,absent
12421,145,7,2019-02-17,absent
12422,145,7,2019-02-24,attended
12423,145,7,2019-03-03,attended
12424,145,7,2019-03-10,attended
12425,145,7,2019-03-17,attended
12426,145,7,2019-03-24,attended
12427,145,7,2019-03-31,absent
12428,145,7,2019-04-07,absent
12429,145,7,2019-04-14,attended
12430,145,7,2019-04-21,attended
12431,145,7,2019-04-28,attended
12432,145,7,2019-05-05,attended
12433,145,7,2019-05-12,attended
12434,145,7,2019-05-19,attended
12435,145,7,2019-05-26,attended
12436,145,7,2019-06-02,absent
12437,145,7,2019-06-09,attended
12438,145,7,2019-06-16,absent
12439,145,7,2019-06-23,excused
12440,145,7,2019-06-30,attended
12441,145,7,2019-07-07,attended
12442,145,7,2019-07-14,attended
12443,145,7,2019-07-21,attended
12444,145,7,2019-07-28,excused
12445,145,7,2019-08-04,attended
12446,145,7,2019-08-11,attended
12447,145,7,2019-08-18,attended
12448,145,7,2019-08-25,attended
12449,145,7,2019-09-01,attended
12450,145,7,2019-09-08,attended
12451,145,7,2019-09-15,attended
12452,145,7,2019-09-22,excused
12453,145,7,2019-09-29,attended
12454,145,7,2019-10-06,attended
12455,145,7,2019-10-13,excused
12456,145,7,2019-10-20,attended
12457,145,7,2019-10-27,absent
12458,145,7,2019-11-03,attended
12459,145,7,2019-11-10,attended
12460,145,7,2019-11-17,attended
12461,145,7,2019-11-24,attended
12462,145,7,2019-12-01,attended
12463,145,7,2019-12-08,attended
12464,145,7,2019-12-15,excused
12465,145,7,2019-12-22,absent
12466,145,7,2019-12-29,attended
12467,146,9,2018-10-14,attended
12468,146,9,2018-10-21,attended
12469,146,9,2018-10-28,absent
12470,146,9,2018-11-04,attended
12471,146,9,2018-11-11,attended
12472,146,9,2018-11-18,attended
12473,146,9,2018-11-25,absent
12474,146,9,2018-12-02,attended
12475,146,9,2018-12-09,absent
12476,146,9,2018-12-16,attended
12477,146,9,2018-12-23,attended
12478,146,9,2018-12-30,attended
12479,146,9,2019-01-06,attended
12480,146,9,2019-01-13,attended
12481,146,9,2019-01-20,attended
12482,146,9,2019-01-27,excused
12483,146,9,2019-02-03,attended
12484,146,9,2019-02-10,absent
12485,146,9,2019-02-17,excused
12486,146,9,2019-02-24,attended
12487,146,9,2019-03-03,attended
12488,146,9,2019-03-10,absent
12489,146,9,2019-03-17,attended
12490,146,9,2019-03-24,attended
12491,146,9,2019-03-31,excused
12492,146,9,2019-04-07,attended
12493,146,9,2019-04-14,attended
12494,146,9,2019-04-21,attended
12495,146,9,2019-04-28,attended
12496,146,9,2019-05-05,attended
12497,146,9,2019-05-12,attended
12498,146,9,2019-05-19,attended
12499,146,9,2019-05-26,excused
12500,146,9,2019-06-02,attended
12501,146,9,2019-06-09,attended
12502,146,9,2019-06-16,absent
12503,146,9,2019-06-23,excused
12504,146,9,2019-06-30,attended
12505,146,9,2019-07-07,attended
12506,146,9,2019-07-14,attended
12507,146,9,2019-07-21,attended
12508,146,9,2019-07-28,excused
12509,146,9,2019-08-04,absent
12510,146,9,2019-08-11,attended
12511,146,9,2019-08-18,attended
12512,146,9,2019-08-25,attended
12513,146,9,2019-09-01,attended
12514,146,9,2019-09-08,excused
12515,146,9,2019-09-15,attended
12516,146,9,2019-09-22,excused
12517,146,9,2019-09-29,attended
12518,146,9,2019-10-06,attended
12519,146,9,2019-10-13,attended
12520,146,9,2019-10-20,absent
12521,146,9,2019-10-27,absent
12522,146,9,2019-11-03,attended
12523,146,9,2019-11-10,attended
12524,146,9,2019-11-17,attended
12525,146,9,2019-11-24,attended
12526,146,9,2019-12-01,attended
12527,146,9,2019-12-08,attended
12528,146,9,2019-12-15,attended
12529,146,9,2019-12-22,attended
12530,146,9,2019-12-29,attended
12531,147,9,2017-02-19,attended
12532,147,9,2017-02-26,attended
12533,147,9,2017-03-05,absent
12534,147,9,2017-03-12,attended
12535,147,9,2017-03-19,attended
12536,147,9,2017-03-26,attended
12537,147,9,2017-04-02,absent
12538,147,9,2017-04-09,excused
12539,147,9,2017-04-16,attended
12540,147,9,2017-04-23,attended
12541,147,9,2017-04-30,excused
12542,147,9,2017-05-07,excused
12543,147,9,2017-05-14,attended
12544,147,9,2017-05-21,absent
12545,147,9,2017-05-28,attended
12546,147,9,2017-06-04,absent
12547,147,9,2017-06-11,attended
12548,147,9,2017-06-18,absent
12549,147,9,2017-06-25,attended
12550,147,9,2017-07-02,attended
12551,147,9,2017-07-09,attended
12552,147,9,2017-07-16,attended
12553,147,9,2017-07-23,attended
12554,147,9,2017-07-30,attended
12555,147,9,2017-08-06,attended
12556,147,9,2017-08-13,attended
12557,147,9,2017-08-20,attended
12558,147,9,2017-08-27,attended
12559,147,9,2017-09-03,attended
12560,147,9,2017-09-10,attended
12561,147,9,2017-09-17,absent
12562,147,9,2017-09-24,attended
12563,147,9,2017-10-01,excused
12564,147,9,2017-10-08,absent
12565,147,9,2017-10-15,excused
12566,147,9,2017-10-22,attended
12567,147,9,2017-10-29,excused
12568,147,9,2017-11-05,attended
12569,147,9,2017-11-12,attended
12570,147,9,2017-11-19,attended
12571,147,9,2017-11-26,attended
12572,147,9,2017-12-03,attended
12573,147,9,2017-12-10,attended
12574,147,9,2017-12-17,absent
12575,147,9,2017-12-24,attended
12576,147,9,2017-12-31,attended
12577,147,9,2018-01-07,attended
12578,147,9,2018-01-14,absent
12579,147,9,2018-01-21,attended
12580,147,9,2018-01-28,attended
12581,147,9,2018-02-04,attended
12582,147,9,2018-02-11,attended
12583,147,9,2018-02-18,attended
12584,147,9,2018-02-25,attended
12585,147,9,2018-03-04,attended
12586,147,9,2018-03-11,excused
12587,147,9,2018-03-18,attended
12588,147,9,2018-03-25,attended
12589,147,9,2018-04-01,attended
12590,147,9,2018-04-08,attended
12591,147,9,2018-04-15,attended
12592,147,9,2018-04-22,attended
12593,147,9,2018-04-29,excused
12594,147,9,2018-05-06,attended
12595,147,9,2018-05-13,excused
12596,147,9,2018-05-20,attended
12597,147,9,2018-05-27,absent
12598,147,9,2018-06-03,attended
12599,147,9,2018-06-10,attended
12600,147,9,2018-06-17,excused
12601,147,9,2018-06-24,attended
12602,147,9,2018-07-01,attended
12603,147,9,2018-07-08,attended
12604,147,9,2018-07-15,attended
12605,147,9,2018-07-22,attended
12606,147,9,2018-07-29,attended
12607,147,9,2018-08-05,absent
12608,147,9,2018-08-12,attended
12609,147,9,2018-08-19,excused
12610,147,9,2018-08-26,attended
12611,147,9,2018-09-02,attended
12612,147,9,2018-09-09,attended
12613,147,9,2018-09-16,attended
12614,147,9,2018-09-23,attended
12615,147,9,2018-09-30,absent
12616,147,9,2018-10-07,attended
12617,147,9,2018-10-14,attended
12618,147,9,2018-10-21,attended
12619,147,9,2018-10-28,attended
12620,147,9,2018-11-04,attended
12621,147,9,2018-11-11,attended
12622,147,9,2018-11-18,absent
12623,147,9,2018-11-25,attended
12624,147,9,2018-12-02,attended
12625,147,9,2018-12-09,attended
12626,147,9,2018-12-16,excused
12627,147,9,2018-12-23,attended
12628,147,9,2018-12-30,excused
12629,147,9,2019-01-06,absent
12630,147,9,2019-01-13,attended
12631,147,9,2019-01-20,attended
12632,147,9,2019-01-27,attended
12633,147,9,2019-02-03,attended
12634,147,9,2019-02-10,attended
12635,147,9,2019-02-17,attended
12636,147,9,2019-02-24,excused
12637,147,9,2019-03-03,attended
12638,147,9,2019-03-10,attended
12639,147,9,2019-03-17,attended
12640,147,9,2019-03-24,absent
12641,147,9,2019-03-31,attended
12642,147,9,2019-04-07,attended
12643,147,9,2019-04-14,attended
12644,147,9,2019-04-21,attended
12645,147,9,2019-04-28,attended
12646,147,9,2019-05-05,attended
12647,147,9,2019-05-12,absent
12648,147,9,2019-05-19,attended
12649,147,9,2019-05-26,attended
12650,147,9,2019-06-02,attended
12651,147,9,2019-06-09,attended
12652,147,9,2019-06-16,attended
12653,147,9,2019-06-23,excused
12654,147,9,2019-06-30,attended
12655,147,9,2019-07-07,excused
12656,147,9,2019-07-14,excused
12657,147,9,2019-07-21,attended
12658,147,9,2019-07-28,attended
12659,147,9,2019-08-04,excused
12660,147,9,2019-08-11,absent
12661,147,9,2019-08-18,absent
12662,147,9,2019-08-25,absent
12663,147,9,2019-09-01,excused
12664,147,9,2019-09-08,attended
12665,147,9,2019-09-15,attended
12666,147,9,2019-09-22,attended
12667,147,9,2019-09-29,absent
12668,147,9,2019-10-06,attended
12669,147,9,2019-10-13,attended
12670,147,9,2019-10-20,attended
12671,147,9,2019-10-27,attended
12672,147,9,2019-11-03,attended
12673,147,9,2019-11-10,attended
12674,147,9,2019-11-17,attended
12675,147,9,2019-11-24,attended
12676,147,9,2019-12-01,absent
12677,147,9,2019-12-08,attended
12678,147,9,2019-12-15,attended
12679,147,9,2019-12-22,attended
12680,147,9,2019-12-29,excused
12681,148,8,2018-08-05,attended
12682,148,8,2018-08-12,excused
12683,148,8,2018-08-19,attended
12684,148,8,2018-08-26,attended
12685,148,8,2018-09-02,absent
12686,148,8,2018-09-09,attended
12687,148,8,2018-09-16,excused
12688,148,8,2018-09-23,attended
12689,148,8,2018-09-30,attended
12690,148,8,2018-10-07,attended
12691,148,8,2018-10-14,attended
12692,148,8,2018-10-21,attended
12693,148,8,2018-10-28,attended
12694,148,8,2018-11-04,attended
12695,148,8,2018-11-11,attended
12696,148,8,2018-11-18,attended
12697,148,8,2018-11-25,excused
12698,148,8,2018-12-02,attended
12699,148,8,2018-12-09,absent
12700,148,8,2018-12-16,attended
12701,148,8,2018-12-23,attended
12702,148,8,2018-12-30,attended
12703,148,8,2019-01-06,attended
12704,148,8,2019-01-13,attended
12705,148,8,2019-01-20,absent
12706,148,8,2019-01-27,attended
12707,148,8,2019-02-03,attended
12708,148,8,2019-02-10,attended
12709,148,8,2019-02-17,attended
12710,148,8,2019-02-24,absent
12711,148,8,2019-03-03,attended
12712,148,8,2019-03-10,attended
12713,148,8,2019-03-17,absent
12714,148,8,2019-03-24,attended
12715,148,8,2019-03-31,attended
12716,148,8,2019-04-07,attended
12717,148,8,2019-04-14,attended
12718,148,8,2019-04-21,attended
12719,148,8,2019-04-28,attended
12720,148,8,2019-05-05,attended
12721,148,8,2019-05-12,attended
12722,148,8,2019-05-19,excused
12723,148,8,2019-05-26,attended
12724,148,8,2019-06-02,attended
12725,148,8,2019-06-09,attended
12726,148,8,2019-06-16,attended
12727,148,8,2019-06-23,attended
12728,148,8,2019-06-30,excused
12729,148,8,2019-07-07,attended
12730,148,8,2019-07-14,attended
12731,148,8,2019-07-21,attended
12732,148,8,2019-07-28,attended
12733,148,8,2019-08-04,attended
12734,148,8,2019-08-11,absent
12735,148,8,2019-08-18,attended
12736,148,8,2019-08-25,attended
12737,148,8,2019-09-01,attended
12738,148,8,2019-09-08,attended
12739,148,8,2019-09-15,attended
12740,148,8,2019-09-22,attended
12741,148,8,2019-09-29,attended
12742,148,8,2019-10-06,excused
12743,148,8,2019-10-13,attended
12744,148,8,2019-10-20,attended
12745,148,8,2019-10-27,attended
12746,148,8,2019-11-03,attended
12747,148,8,2019-11-10,attended
12748,148,8,2019-11-17,attended
12749,148,8,2019-11-24,attended
12750,148,8,2019-12-01,attended
12751,148,8,2019-12-08,attended
12752,148,8,2019-12-15,excused
12753,148,8,2019-12-22,attended
12754,148,8,2019-12-29,attended
12755,149,1,2019-04-28,attended
12756,149,1,2019-05-05,attended
12757,149,1,2019-05-12,attended
12758,149,1,2019-05-19,attended
12759,149,1,2019-05-26,attended
12760,149,1,2019-06-02,excused
12761,149,1,2019-06-09,absent
12762,149,1,2019-06-16,attended
12763,149,1,2019-06-23,attended
12764,149,1,2019-06-30,attended
12765,149,1,2019-07-07,attended
12766,149,1,2019-07-14,attended
12767,149,1,2019-07-21,attended
12768,149,1,2019-07-28,attended
12769,149,1,2019-08-04,attended
12770,149,1,2019-08-11,attended
12771,149,1,2019-08-18,attended
12772,149,1,2019-08-25,attended
12773,149,1,2019-09-01,attended
12774,149,1,2019-09-08,attended
12775,149,1,2019-09-15,attended
12776,149,1,2019-09-22,attended
12777,149,1,2019-09-29,attended
12778,149,1,2019-10-06,absent
12779,149,1,2019-10-13,attended
12780,149,1,2019-10-20,attended
12781,149,1,2019-10-27,excused
12782,149,1,2019-11-03,attended
12783,149,1,2019-11-10,excused
12784,149,1,2019-11-17,attended
12785,149,1,2019-11-24,attended
12786,149,1,2019-12-01,excused
12787,149,1,2019-12-08,attended
12788,149,1,2019-12-15,attended
12789,149,1,2019-12-22,absent
12790,149,1,2019-12-29,absent
12791,150,10,2017-07-16,attended
12792,150,10,2017-07-23,excused
12793,150,10,2017-07-30,attended
12794,150,10,2017-08-06,attended
12795,150,10,2017-08-13,absent
12796,150,10,2017-08-20,attended
12797,150,10,2017-08-27,attended
12798,150,10,2017-09-03,attended
12799,150,10,2017-09-10,attended
12800,150,10,2017-09-17,attended
12801,150,10,2017-09-24,attended
12802,150,10,2017-10-01,excused
12803,150,10,2017-10-08,attended
12804,150,10,2017-10-15,excused
12805,150,10,2017-10-22,attended
12806,150,10,2017-10-29,attended
12807,150,10,2017-11-05,absent
12808,150,10,2017-11-12,excused
12809,150,10,2017-11-19,attended
12810,150,10,2017-11-26,attended
12811,150,10,2017-12-03,attended
12812,150,10,2017-12-10,attended
12813,150,10,2017-12-17,attended
12814,150,10,2017-12-24,attended
12815,150,10,2017-12-31,attended
12816,150,10,2018-01-07,attended
12817,150,10,2018-01-14,attended
12818,150,10,2018-01-21,attended
12819,150,10,2018-01-28,attended
12820,150,10,2018-02-04,attended
12821,150,10,2018-02-11,attended
12822,150,10,2018-02-18,attended
12823,150,10,2018-02-25,attended
12824,150,10,2018-03-04,attended
12825,150,10,2018-03-11,attended
12826,150,10,2018-03-18,attended
12827,150,10,2018-03-25,attended
12828,150,10,2018-04-01,attended
12829,150,10,2018-04-08,attended
12830,150,10,2018-04-15,absent
12831,150,10,2018-04-22,attended
12832,150,10,2018-04-29,attended
12833,150,10,2018-05-06,attended
12834,150,10,2018-05-13,attended
12835,150,10,2018-05-20,attended
12836,150,10,2018-05-27,attended
12837,150,10,2018-06-03,excused
12838,150,10,2018-06-10,attended
12839,150,10,2018-06-17,attended
12840,150,10,2018-06-24,attended
12841,150,10,2018-07-01,attended
12842,150,10,2018-07-08,attended
12843,150,10,2018-07-15,excused
12844,150,10,2018-07-22,attended
12845,150,10,2018-07-29,attended
12846,150,10,2018-08-05,attended
12847,150,10,2018-08-12,attended
12848,150,10,2018-08-19,attended
12849,150,10,2018-08-26,excused
12850,150,10,2018-09-02,excused
12851,150,10,2018-09-09,attended
12852,150,10,2018-09-16,attended
12853,150,10,2018-09-23,attended
12854,150,10,2018-09-30,attended
12855,150,10,2018-10-07,attended
12856,150,10,2018-10-14,attended
12857,150,10,2018-10-21,attended
12858,150,10,2018-10-28,attended
12859,150,10,2018-11-04,attended
12860,150,10,2018-11-11,attended
12861,150,10,2018-11-18,excused
12862,150,10,2018-11-25,absent
12863,150,10,2018-12-02,excused
12864,150,10,2018-12-09,excused
12865,150,10,2018-12-16,absent
12866,150,10,2018-12-23,excused
12867,150,10,2018-12-30,attended
12868,150,10,2019-01-06,attended
12869,150,10,2019-01-13,attended
12870,150,10,2019-01-20,attended
12871,150,10,2019-01-27,attended
12872,150,10,2019-02-03,attended
12873,150,10,2019-02-10,attended
12874,150,10,2019-02-17,attended
12875,150,10,2019-02-24,attended
12876,150,10,2019-03-03,attended
12877,150,10,2019-03-10,attended
12878,150,10,2019-03-17,attended
12879,150,10,2019-03-24,attended
12880,150,10,2019-03-31,attended
12881,150,10,2019-04-07,attended
12882,150,10,2019-04-14,attended
12883,150,10,2019-04-21,attended
12884,150,10,2019-04-28,attended
12885,150,10,2019-05-05,absent
12886,150,10,2019-05-12,attended
12887,150,10,2019-05-19,attended
12888,150,10,2019-05-26,absent
12889,150,10,2019-06-02,attended
12890,150,10,2019-06-09,attended
12891,150,10,2019-06-16,attended
12892,150,10,2019-06-23,absent
12893,150,10,2019-06-30,attended
12894,150,10,2019-07-07,attended
12895,150,10,2019-07-14,attended
12896,150,10,2019-07-21,attended
12897,150,10,2019-07-28,attended
12898,150,10,2019-08-04,attended
12899,150,10,2019-08-11,attended
12900,150,10,2019-08-18,attended
12901,150,10,2019-08-25,attended
12902,150,10,2019-09-01,attended
12903,150,10,2019-09-08,attended
12904,150,10,2019-09-15,attended
12905,150,10,2019-09-22,attended
12906,150,10,2019-09-29,excused
12907,150,10,2019-10-06,attended
12908,150,10,2019-10-13,attended
12909,150,10,2019-10-20,excused
12910,150,10,2019-10-27,attended
12911,150,10,2019-11-03,attended
12912,150,10,2019-11-10,attended
12913,150,10,2019-11-17,attended
12914,150,10,2019-11-24,attended
12915,150,10,2019-12-01,absent
12916,150,10,2019-12-08,attended
12917,150,10,2019-12-15,excused
12918,150,10,2019-12-22,attended
12919,150,10,2019-12-29,attended
12920,151,8,2019-10-13,attended
12921,151,8,2019-10-20,absent
12922,151,8,2019-10-27,excused
12923,151,8,2019-11-03,attended
12924,151,8,2019-11-10,excused
12925,151,8,2019-11-17,attended
12926,151,8,2019-11-24,attended
12927,151,8,2019-12-01,excused
12928,151,8,2019-12-08,attended
12929,151,8,2019-12-15,absent
12930,151,8,2019-12-22,excused
12931,151,8,2019-12-29,attended
12932,152,10,2017-07-23,attended
12933,152,10,2017-07-30,attended
12934,152,10,2017-08-06,attended
12935,152,10,2017-08-13,attended
12936,152,10,2017-08-20,attended
12937,152,10,2017-08-27,attended
12938,152,10,2017-09-03,attended
12939,152,10,2017-09-10,attended
12940,152,10,2017-09-17,attended
12941,152,10,2017-09-24,absent
12942,152,10,2017-10-01,attended
12943,152,10,2017-10-08,attended
12944,152,10,2017-10-15,attended
12945,152,10,2017-10-22,attended
12946,152,10,2017-10-29,excused
12947,152,10,2017-11-05,attended
12948,152,10,2017-11-12,absent
12949,152,10,2017-11-19,attended
12950,152,10,2017-11-26,attended
12951,152,10,2017-12-03,attended
12952,152,10,2017-12-10,excused
12953,152,10,2017-12-17,excused
12954,152,10,2017-12-24,attended
12955,152,10,2017-12-31,attended
12956,152,10,2018-01-07,attended
12957,152,10,2018-01-14,attended
12958,152,10,2018-01-21,attended
12959,152,10,2018-01-28,attended
12960,152,10,2018-02-04,attended
12961,152,10,2018-02-11,absent
12962,152,10,2018-02-18,excused
12963,152,10,2018-02-25,attended
12964,152,10,2018-03-04,attended
